effectiveness_police	republican_PSAs	loyalist_PSAs	effectiveness_informal	inf_better	informal_good	police_good	age	gender	general_trust	trust_in_neighbourhood	discrim	religion	vict_state_violence_trou	communal_stronghold	soa_deprivation	urban_soa
3	0	1	1	0	0	1	39	"Female"	1	3	0	"Catholic"	0	0	0.076	1
2	0	1	2	0	1	1	53	"Male"	1	4	0	"NA"	0	0	0.076	1
3	0	1	3	0	1	1	24	"Female"	2	4	0	"Protestant"	0	1	0.13	1
2	0	1	2	0	1	1	63	"Male"	1	3	0	"Catholic"	0	0	0.137	0
2	0	1	2	0	1	1	53	"Male"	2	3	0	"Protestant"	0	0	0.137	0
2	0	0	2	0	1	1	59	"Female"	2	3	0	"NA"	0	0	0.171	1
1	0	0	1	0	0	0	27	"Female"	2	3	0	"NA"	0	0	0.171	1
3	0	1	3	0	1	1	35	"Male"	2	2	0	"Protestant"	0	0	0.256	1
3	0	1	3	0	1	1	28	"Female"	1	3	1	"Catholic"	0	0	0.256	1
3	0	0	2	0	1	1	20	"Female"	2	3	0	"Protestant"	0	0	0.161	1
3	0	0	3	0	1	1	50	"Female"	1	3	0	"Protestant"	0	0	0.161	1
2	0	0	2	0	1	1	55	"Male"	2	3	0	"Catholic"	0	0	0.159	0
3	0	6	2	0	1	1	30	"Female"	1	4	0	"Protestant"	0	0	0.175	1
2	0	6	1	0	0	1	37	"Male"	2	3	0	"NA"	0	0	0.175	1
3	0	6	2	0	1	1	25	"Female"	2	2	0	"Catholic"	0	0	0.175	1
2	0	0	1	0	0	1	53	"Female"	2	3	0	"Catholic"	0	0	0.157	1
2	0	0	2	0	1	1	22	"Female"	2	2	0	"NA"	0	0	0.157	1
2	0	5	2	0	1	1	25	"Male"	1	3	0	"Protestant"	0	0	0.166	1
3	0	5	1	0	0	1	24	"Female"	1	4	0	"Protestant"	0	0	0.166	1
2	0	5	2	0	1	1	59	"Male"	2	3	0	"Protestant"	0	0	0.166	1
3	0	1	3	0	1	1	69	"Female"	1	4	0	"Protestant"	0	0	0.133	0
2	0	1	2	0	1	1	19	"Female"	2	3	1	"Catholic"	0	0	0.133	0
3	0	1	3	0	1	1	88	"Male"	1	4	0	"Protestant"	0	1	0.141	0
2	0	1	2	0	1	1	73	"Female"	1	3	0	"Protestant"	0	1	0.141	0
3	0	0	2	0	1	1	56	"Female"	1	3	0	"Protestant"	0	0	0.185	0
2	0	1	2	0	1	1	60	"Male"	1	3	0	"Protestant"	0	0	0.123	1
3	0	1	3	0	1	1	18	"Female"	2	3	0	"NA"	0	0	0.123	1
2	0	1	2	0	1	1	51	"Female"	2	3	0	"Protestant"	0	0	0.123	1
2	0	0	3	1	1	1	48	"Female"	2	3	0	"Catholic"	0	0	0.153	0
3	0	0	3	0	1	1	56	"Male"	1	3	0	"Catholic"	0	0	0.153	0
3	0	0				1	18	"Female"	1	3	0	"Protestant"	0	0	0.144	1
3	0	2	3	0	1	1	39	"Male"	2	3	0	"Protestant"	0	0	0.138	1
3	0	2	3	0	1	1	28	"Male"	2	2	0	"Catholic"	0	0	0.138	1
3	0	2	2	0	1	1	48	"Female"	1	4	0	"Protestant"	0	0	0.138	1
1	0	0	1	0	0	0	66	"Female"	1	4	0	"Protestant"	1	0	0.162	1
3	0	0	3	0	1	1	41	"Male"	1	3	0	"Protestant"	0	0	0.16	0
3	0	0	3	0	1	1	47	"Female"	2	3	0	"Catholic"	0	0	0.16	0
2	0	0				1	23	"Male"	2	3	0	"Protestant"	0	0	0.16	0
3	0	1	2	0	1	1	75	"Male"	1	3	0	"Protestant"	0	0	0.204	1
3	0	0	2	0	1	1	70	"Female"	1	3	0	"Protestant"	0	0	0.077	1
3	0	0	2	0	1	1	86	"Female"	2	3	0	"Protestant"	0	0	0.077	1
2	0	0	2	0	1	1	30	"Male"	1	3	0	"Catholic"	0	0	0.077	1
2	0	0	3	1	1	1	25	"Female"	2	3	0	"Protestant"	0	0	0.077	1
2	0	0	2	0	1	1	26	"Male"	1	4	0	"Protestant"	0	0	0.122	1
1	0	0	1	0	0	0	24	"Female"	2	3	0	"Protestant"	0	0	0.122	1
2	0	1	2	0	1	1	19	"Male"	2	3	0	"NA"	0	0	0.135	1
2	0	0	2	0	1	1	29	"Male"	2	4	1	"NA"	0	0	0.131	1
3	0	0	2	0	1	1	65	"Male"	1	3	0	"Protestant"	0	0	0.131	1
3	0	0	1	0	0	1	33	"Female"	2	2	0	"Protestant"	0	0	0.131	1
2	1	0	2	0	1	1	18	"Male"		4	0	"Catholic"	0	0	0.104	1
1	0	0	3	1	1	0	49	"Male"	2	3	0	"Catholic"	1	0	0.147	0
2	0	0	2	0	1	1	37	"Female"	1	4	0	"NA"	0	0	0.147	0
2	0	0	2	0	1	1	28	"Female"	1	4	0	"Catholic"	0	1	0.184	0
2	0	2	1	0	0	1	39	"Female"	1	3	0	"Catholic"	0	0	0.137	1
2	0	0	2	0	1	1	18	"Female"	2	3	0	"NA"	0	0	0.144	0
3	0	0	2	0	1	1	73	"Male"	2	4	0	"Protestant"	0	0	0.144	0
2	0	0	1	0	0	1	27	"Female"	1	3	0	"Protestant"	0	0	0.123	1
1	0	0	1	0	0	0	48	"Female"	2	3	0	"Protestant"	0	0	0.151	1
3	1	0	3	0	1	1	53	"Female"	2	3	0	"Protestant"	0	0	0.137	0
3	1	0	2	0	1	1	79	"Male"	2	3	0	"Protestant"	0	0	0.137	0
2	0	0	1	0	0	1	28	"Male"	2	3	0	"Protestant"	0	0	0.116	0
2	0	0	2	0	1	1	71	"Male"	1	3	0	"Catholic"	0	0	0.104	0
3	0	0	2	0	1	1	53	"Male"	1	3	0	"Catholic"	0	0	0.102	0
2	0	0	2	0	1	1	55	"Male"	2	3	0	"NA"	0	1	0.104	0
2	0	0	2	0	1	1	86	"Female"	2	4	0	"Protestant"	0	0	0.132	1
1	0	0	1	0	0	0	33	"Female"	2	3	0	"NA"	0	0	0.214	1
1	0	3	2	1	1	0	58	"Male"	2	3	0	"Protestant"	0	0	0.157	1
1	0	0	2	1	1	0	54	"Male"	2	3	0	"Catholic"	1	0	0.123	0
2	0	0	2	0	1	1	68	"Female"	2	4	0	"Catholic"	0	0	0.123	0
3	0	0	3	0	1	1	65	"Female"	2	4	0	"Catholic"	0	0	0.123	0
2	0	0	1	0	0	1	77	"Female"	2	3	0	"Protestant"	0	0	0.14	1
2	0	0				1	62	"Female"	1	3	0	"Protestant"	0	0	0.14	1
2	0	0	1	0	0	1	69	"Male"	1	4	0	"Protestant"	0	0	0.216	1
1	0	0	3	1	1	0	54	"Male"	2	3	1	"Protestant"	0	0	0.216	1
3	0	0	1	0	0	1	39	"Female"	2	2	0	"Catholic"	0	0	0.144	0
3	0	0	2	0	1	1	83	"Male"	1	4	0	"Catholic"	0	0	0.179	1
3	0	0	1	0	0	1	37	"Female"	1	3	0	"Catholic"	0	1	0.175	1
2	0	0	1	0	0	1	52	"Female"	1	3	0	"Catholic"	0	1	0.091	0
3	0	0	2	0	1	1	66	"Female"	1	4	0	"Catholic"	0	0	0.108	0
2	0	0	2	0	1	1	39	"Female"	2	3	0	"Catholic"	0	0	0.108	0
3	0	0	1	0	0	1	27	"Male"	1	3	0	"Catholic"	0	0	0.131	0
3	0	0	1	0	0	1	36	"Female"	1	3	0	"Catholic"	0	1	0.147	1
2	0	0	2	0	1	1	32	"Female"	1	4	0	"NA"	0	1	0.147	1
1	0	0	1	0	0	0	22	"Male"	2	2	0	"NA"	0	1	0.147	1
2	0	0	2	0	1	1	46	"Male"	1	3	0	"Protestant"	1	1	0.147	1
3	0	0	1	0	0	1	18	"Male"	1	3	0	"Catholic"	0	0	0.146	1
3	0	0	3	0	1	1	21	"Male"	1	3	0	"Catholic"	0	0	0.146	1
3	0	0	3	0	1	1	62	"Female"	1	4	0	"Catholic"	0	1	0.128	1
2	0	0	2	0	1	1	22	"Female"	2	3	1	"Protestant"	0	1	0.145	1
2	0	0	2	0	1	1	77	"Female"	1	4	0	"Protestant"	0	0	0.093	1
3	0	0	3	0	1	1	21	"Male"	2	4	0	"Protestant"	0	0	0.093	1
3	0	0	1	0	0	1	34	"Female"	1	3	0	"Catholic"	0	0	0.093	1
2	0	0	2	0	1	1	69	"Female"	1	3	0	"Protestant"	0	0	0.093	1
3	0	0	2	0	1	1	21	"Male"	2	1	0	"Protestant"	0	1	0.092	1
3	0	0	1	0	0	1	37	"Male"	1	3	0	"NA"	0	0	0.126	1
3	0	0	1	0	0	1	37	"Male"	1	3	0	"NA"	0	0	0.144	1
2	0	0	3	1	1	1	54	"Female"	2	2	0	"Catholic"	0	1	0.147	1
2	0	0	1	0	0	1	34	"Female"	2	3	0	"Protestant"	0	0	0.171	1
1	0	0	2	1	1	0	30	"Male"	2	3	0	"NA"	0	0	0.147	0
2	0	0	2	0	1	1	67	"Male"	1	4	0	"Catholic"	0	0	0.147	0
3	0	0	3	0	1	1	19	"Male"	2	4	0	"Catholic"	0	0	0.147	0
3	0	0	1	0	0	1	63	"Female"	1	2	0	"Protestant"	0	0	0.147	0
3	0	0	3	0	1	1	67	"Male"	2	4	0	"Protestant"	0	0	0.147	0
2	0	1	2	0	1	1	27	"Female"	2	3	0	"Protestant"	0	1	0.12	0
3	0	1	3	0	1	1	38	"Male"	1	3	0	"Protestant"	0	1	0.12	0
2	0	0	1	0	0	1	62	"Male"	1	4	1	"Protestant"	0	1	0.105	0
2	0	1	2	0	1	1	30	"Female"	2	4	0	"Catholic"	0	0	0.157	1
2	0	0	3	1	1	1	42	"Male"	2	3	0	"Protestant"	0	0	0.139	1
3	0	0	1	0	0	1	76	"Male"	1	3	0	"Catholic"	0	1	0.111	1
3	0	0	3	0	1	1	65	"Male"	1	3	0	"Catholic"	1	1	0.104	1
3	0	0	2	0	1	1	35	"Female"	1	4	0	"Catholic"	0	0	0.169	0
1	2	0	2	1	1	0	37	"Male"	2	3	0	"Catholic"	0	1	0.13	1
1	2	0	2	1	1	0	66	"Male"	2	3	0	"Catholic"	0	1	0.13	1
2	3	0	3	1	1	1	32	"Female"	2	1	0	"Catholic"	0	0	0.197	1
1	3	0	2	1	1	0	46	"Male"	2	1	0	"Catholic"	1	0	0.197	1
1	0	0	2	1	1	0	69	"Male"	2	4	0	"Catholic"	0	0	0.095	1
1	14	0	2	1	1	0	27	"Male"	1	3	0	"Catholic"	0	1	0.214	1
1	0	0	3	1	1	0	47	"Female"	2	3	0	"Catholic"	0	0	0.18	1
2	0	0	3	1	1	1	47	"Female"	1	3	1	"Catholic"	0	1	0.17	1
2	0	0	2	0	1	1	39	"Female"	2	4	0	"Catholic"	0	1	0.079	0
2	3	0	2	0	1	1	29	"Female"	2	3	0	"Catholic"	0	1	0.164	1
2	3	0				1	29	"Female"	2	3	0	"Catholic"	0	1	0.164	1
2	0	0	3	1	1	1	65	"Female"	2	3	0	"Catholic"	0	1	0.149	1
3	0	0	2	0	1	1	47	"Female"	1	4	1	"Catholic"	1	1	0.111	0
3	0	0	2	0	1	1	58	"Male"	2	3	1	"Protestant"	0	0	0.208	1
2	0	0	3	1	1	1	74	"Female"	2	3	0	"Protestant"	0	0	0.121	0
2	0	0	2	0	1	1	21	"Female"	2	4	1	"Protestant"	0	0	0.113	0
3	1	0	1	0	0	1	38	"Female"	2	4	0	"Catholic"	0	1	0.137	1
3	2	0	3	0	1	1	36	"Female"	1	4	0	"Catholic"	0	0	0.111	0
2	0	0	3	1	1	1	42	"Female"	2	3	0	"Protestant"	0	0	0.121	0
2	0	0	2	0	1	1	44	"Female"	2	3	0	"Protestant"	0	0	0.089	1
2	0	0	3	1	1	1	74	"Female"	1	4	0	"Protestant"	0	0	0.131	1
1	0	0	3	1	1	0	50	"Female"	2	3	1	"Protestant"	0	0	0.131	1
1	0	0	2	1	1	0	71	"Female"	1	4	1	"Protestant"	0	0	0.134	1
3	0	0	3	0	1	1	36	"Male"	2	3	0	"Protestant"	0	0	0.134	1
1	0	1	2	1	1	0	34	"Female"	1	3	0	"Protestant"	0	0	0.127	1
2	0	0	3	1	1	1	55	"Female"	1	3	0	"Protestant"	0	1	0.147	0
1	0	0	3	1	1	0	45	"Male"	2	3	0	"Protestant"	1	0	0.091	0
3	0	0	3	0	1	1	74	"Female"	2	3	0	"Catholic"	0	1	0.12	1
2	0	0	3	1	1	1	69	"Female"	1	3	1	"Catholic"	0	1	0.074	1
2	3	0	1	0	0	1	58	"Female"	2	2	1	"Catholic"	0	1	0.192	1
3	2	0	3	0	1	1	56	"Female"	2	3	0	"Catholic"	0	1	0.201	1
1	3	0	2	1	1	0	54	"Male"	2	3	1	"Catholic"	1	1	0.164	1
2	0	0	3	1	1	1	56	"Female"	2	4	0	"Catholic"	0	0	0.18	1
2	0	0	3	1	1	1	25	"Female"	1	3	0	"Catholic"	0	1	0.074	1
2	0	0	1	0	0	1	37	"Male"	2	3	0	"Catholic"	0	1	0.074	1
2	0	0	3	1	1	1	34	"Male"	2	3	0	"Catholic"	0	0	0.139	1
2	1	0	1	0	0	1	28	"Male"	2	3	0	"Catholic"	0	0	0.23	1
3	0	0	3	0	1	1	72	"Male"	2	3	0	"Protestant"	0	1	0.146	0
	0	0					47	"Female"	2	3	0	"Protestant"	0	0	0.109	0
1	1	0	3	1	1	0	24	"Female"	2	3	0	"Catholic"	0	1	0.143	1
3	1	0	3	0	1	1	42	"Male"	1	4	0	"NA"	0	1	0.143	1
2	0	0	2	0	1	1	22	"Male"	1	3	0	"Protestant"	0	0	0.152	1
3	0	0	3	0	1	1	26	"Male"	1	2	0	"Catholic"	0	1	0.113	0
1	0	0	2	1	1	0	24	"Female"	2	2	0	"Catholic"	0	1	0.113	0
2	0	0	2	0	1	1	36	"Female"	1	3	0	"Protestant"	0	0	0.116	0
3	0	0	1	0	0	1	23	"Female"	1	3	0	"Catholic"	0	0	0.106	0
3	0	0	1	0	0	1	64	"Female"	2	3	0	"Protestant"	0	0	0.128	0
2	0	0	3	1	1	1	42	"Male"	2	3	0	"Catholic"	0	0	0.124	0
2	0	0	2	0	1	1	42	"Female"	1	3	1	"Catholic"	0	0	0.159	0
2	0	0	2	0	1	1	35	"Female"	2	2	0	"Catholic"	0	0	0.159	0
2	0	0	1	0	0	1	29	"Female"	2	3	0	"NA"	0	0	0.109	0
2	0	0	2	0	1	1	44	"Male"	1	3	0	"Protestant"	0	0	0.139	0
2	0	0	2	0	1	1	38	"Female"	2	3	0	"Protestant"	0	0	0.116	0
1	1	0	1	0	0	0	21	"Female"	1	3	0	"NA"	0	0	0.173	1
3	0	0	3	0	1	1	70	"Female"	2	4	0	"Protestant"	0	0	0.063	1
3	0	0	2	0	1	1	37	"Female"	1	4	0	"Protestant"	0	0	0.132	0
2	0	0	3	1	1	1	56	"Female"	1	3	0	"Catholic"	0	0	0.151	1
3	0	0	2	0	1	1	39	"Male"	1	3	0	"Catholic"	0	0	0.151	1
1	0	0	3	1	1	0	54	"Female"	2	3	0	"Catholic"	0	0	0.151	1
3	0	0	3	0	1	1	42	"Female"	2	3	0	"Catholic"	0	0	0.127	0
3	0	0	3	0	1	1	38	"Female"	1	4	0	"Catholic"	0	0	0.127	0
1	0	0	1	0	0	0	65	"Female"	2	3	1	"Catholic"	0	0	0.158	0
2	0	0	1	0	0	1	64	"Female"	1	4	0	"Catholic"	0	0	0.158	0
1	0	0	1	0	0	0	18	"Male"	2	3	0	"Protestant"	0	0	0.159	0
2	0	0	2	0	1	1	28	"Female"	2	2	0	"Catholic"	0	0	0.14	1
3	0	0	1	0	0	1	24	"Female"	2		1	"Catholic"	0	0	0.14	1
2	0	0	3	1	1	1	55	"Male"	2	3	0	"Catholic"	1	0	0.114	0
2	0	0	2	0	1	1	28	"Female"	1	3	0	"Protestant"	0	0	0.114	0
2	0	0	2	0	1	1	47	"Male"	2	3	0	"Catholic"	1	1	0.184	0
1	0	0	3	1	1	0	56	"Male"	2	2	1	"Catholic"	1	1	0.184	0
2	0	0	2	0	1	1	45	"Female"	1	4	0	"Protestant"	0	0	0.129	1
3	0	0	3	0	1	1	42	"Female"	1	3	1	"Catholic"	0	0	0.129	1
3	0	0	1	0	0	1	18	"Female"	2	4	0	"Protestant"	0	0	0.157	0
3	0	0	1	0	0	1	26	"Female"	1	4	0	"Catholic"	0	0	0.139	0
1	0	0	2	1	1	0	46	"Male"	2	3	0	"Catholic"	1	0	0.127	0
3	0	0	2	0	1	1	83	"Female"	1	4	0	"Protestant"	0	0	0.127	0
3	0	0	2	0	1	1	29	"Female"	1	4	0	"Protestant"	0	0	0.127	0
2	0	0	2	0	1	1	22	"Male"	1	3	0	"Protestant"	0	0	0.097	1
2	0	0	1	0	0	1	22	"Male"	2	3	0	"Protestant"	0	0	0.083	1
3	0	0				1	47	"Female"	2		0	"Catholic"	0	0	0.139	0
3	0	0	1	0	0	1	22	"Male"	1	3	0	"Protestant"	0	1	0.184	0
3	0	0	2	0	1	1	42	"Male"	1	4	0	"Catholic"	0	1	0.184	0
2	0	0	3	1	1	1	23	"Female"	2	3	0	"Catholic"	0	1	0.14	1
2	0	0	3	1	1	1	71	"Male"	2	3	0	"Catholic"	0	1	0.133	0
1	0	0	2	1	1	0	54	"Male"	2	3	1	"Catholic"	1	1	0.133	0
	0	0					92	"Male"	1	3	0	"Catholic"	0	0	0.202	0
	0	0					46	"Female"	2	3	0	"Catholic"	0	0	0.152	0
1	0	0	1	0	0	0	62	"Male"	1	4	1	"Catholic"	0	0	0.152	0
1	0	0	1	0	0	0	31	"Female"		1	0	"Catholic"	0	0	0.152	0
1	0	0	2	1	1	0	57	"Female"	1	4	0	"Protestant"	0	0	0.152	0
	0	0	1		0		53	"Female"	2	2	0	"Catholic"	0	0	0.164	0
2	0	0	2	0	1	1	41	"Female"	1	3	0	"Catholic"	0	0	0.153	1
2	0	0	2	0	1	1	47	"Female"	2	3	0	"NA"	0	0	0.153	1
1	0	0	1	0	0	0	40	"Male"	1	2	0	"Catholic"	0	0	0.17	0
1	0	0	1	0	0	0	50	"Male"		3	0	"Catholic"	0	0	0.163	0
	0	0					40	"Female"	1	4	0	"NA"	0	0	0.163	0
1	0	0	1	0	0	0	43	"Male"	1	3	1	"NA"	0	0	0.206	1
2	0	0	2	0	1	1	45	"Male"	1	3	0	"Catholic"	0	0	0.206	1
2	0	0	1	0	0	1	54	"Male"	1	3	0	"Catholic"	0	0	0.206	1
2	0	0	3	1	1	1	67	"Female"	1	4	0	"NA"	0	0	0.206	1
	0	0					37	"Male"	1	3	0	"Catholic"	0	0	0.206	1
2	0	0				1	33	"Female"	1	3	1	"Catholic"	0	0	0.206	1
2	0	0	2	0	1	1	31	"Female"	2	3	1	"Catholic"	1	0	0.186	0
1	0	0	1	0	0	0	49	"Female"	2	1	0	"Protestant"	0	0	0.186	0
2	0	0	2	0	1	1	53	"Female"	1	3	0	"Catholic"	0	0	0.14	1
1	0	0	1	0	0	0	54	"Male"	2	1	0	"Catholic"	0	0	0.168	0
3	0	0	1	0	0	1	82	"Male"	1	4	0	"Catholic"	0	0	0.155	0
2	0	0				1	39	"Female"	2	3	0	"Catholic"	0	0	0.17	0
1	0	0	1	0	0	0	44	"Male"	2	1	0	"Catholic"	0	0	0.155	0
1	0	0	1	0	0	0	54	"Female"	2	2	0	"Protestant"	0	0	0.164	0
2	0	0	2	0	1	1	76	"Male"	1	4	0	"Protestant"	0	0	0.151	0
2	0	0	2	0	1	1	52	"Male"	1	4	0	"Catholic"	0	0	0.162	0
1	0	0	1	0	0	0	30	"Female"	2	3	1	"Protestant"	0	0	0.162	0
2	0	0	3	1	1	1	50	"Male"	2	1	0	"Protestant"	0	0	0.186	0
2	0	0	1	0	0	1	62	"Male"		3	0	"Protestant"	0	0	0.162	0
1	0	0	1	0	0	0	29	"Male"	2	2	0	"Catholic"	0	0	0.162	0
3	0	0	1	0	0	1	43	"Male"	1	3	0	"Protestant"	0	0	0.172	1
1	0	0	1	0	0	0	34	"Male"	1	3	0	"Protestant"	0	0	0.172	1
	0	0					31	"Male"	1	3	1	"Catholic"	0	0	0.172	1
3	0	0	1	0	0	1	34	"Male"	1	3	0	"Catholic"	0	0	0.172	1
3	0	0	3	0	1	1	20	"Female"	1		0	"Protestant"	0	0	0.14	1
2	0	0	2	0	1	1	43	"Female"	2	3	0	"Catholic"	0	0	0.221	0
2	0	0	3	1	1	1	49	"Female"	2	3	0	"Catholic"	0	0	0.221	0
2	0	0	2	0	1	1	27	"Male"	2	3	0	"NA"	0	0	0.164	0
3	0	0	3	0	1	1	56	"Male"	1	4	0	"Protestant"	0	0	0.164	0
3	0	0	1	0	0	1	52	"Male"	2	3	0	"Catholic"	0	0	0.164	0
3	0	0	3	0	1	1	32	"Female"	1	3	0	"Protestant"	0	1	0.093	1
1	1	1	1	0	0	0	20	"Male"	1	4	0	"Protestant"	0	0	0.121	1
2	0	0	1	0	0	1	57	"Male"	1	3	1	"Protestant"	0	0	0.105	1
1	0	0	2	1	1	0	20	"Male"	1	3	0	"Catholic"	0	0	0.125	0
3	0	0	3	0	1	1	54	"Female"	2	3	0	"Protestant"	0	0	0.125	0
3	0	0	3	0	1	1	89	"Male"	1	2	0	"Protestant"	0	0	0.099	1
3	0	0	3	0	1	1	54	"Male"	1	4	0	"Protestant"	0	1	0.135	0
2	0	1	2	0	1	1	65	"Female"	1	4	0	"Protestant"	0	1	0.11	0
3	0	1				1	71	"Male"	1	4	0	"Protestant"	0	1	0.123	0
1	0	0	3	1	1	0	19	"Female"	1	4	1	"Catholic"	0	0	0.159	1
1	0	0	1	0	0	0	68	"Male"	1	3	0	"Protestant"	0	0	0.159	1
3	0	0	2	0	1	1	56	"Female"	2	3	0	"Protestant"	0	0	0.159	1
2	0	0	1	0	0	1	26	"Female"	1	3	0	"Protestant"	0	0	0.122	0
1	0	0	2	1	1	0	63	"Female"	2	2	0	"Catholic"	0	0	0.148	0
2	0	0	1	0	0	1	37	"Female"	1	3	0	"Catholic"	0	0	0.189	1
3	0	0	2	0	1	1	76	"Female"	1	4	0	"Protestant"	0	0	0.102	1
2	0	0				1	68	"Male"	1	3	1	"Catholic"	0	0	0.191	0
2	0	0	2	0	1	1	60	"Male"	1	4	0	"Catholic"	0	0	0.139	0
2	0	0	2	0	1	1	57	"Female"	2	3	0	"Catholic"	0	0	0.139	0
2	0	0				1	45	"Female"	2	3	0	"Catholic"	0	1	0.149	0
1	0	0	3	1	1	0	64	"Male"	2	3	1	"Catholic"	1	0	0.204	1
2	0	0	1	0	0	1	56	"Male"	2	4	0	"Catholic"	0	0	0.111	0
1	0	0				0	59	"Female"	2	4	0	"NA"	0	0	0.139	1
2	0	0	2	0	1	1	41	"Female"	2	3	0	"Protestant"	0	0	0.19	0
2	0	0	3	1	1	1	43	"Female"	1	3	0	"Catholic"	0	0	0.096	1
2	0	0	3	1	1	1	62	"Male"	2	4	0	"Protestant"	0	0	0.092	0
2	0	0	2	0	1	1	69	"Male"	1	4	0	"Protestant"	0	1	0.103	0
3	0	0	1	0	0	1	72	"Male"	1	4	0	"Protestant"	0	0	0.096	0
2	0	0	2	0	1	1	28	"Female"	1	3	0	"Protestant"	0	0	0.125	1
2	0	0	1	0	0	1	54	"Male"	2	3	0	"Protestant"	0	1	0.105	0
3	0	0	1	0	0	1	58	"Male"	2	4	0	"Protestant"	0	0	0.116	1
3	0	0	1	0	0	1	36	"Female"	1	3	0	"Protestant"	0	0	0.092	0
3	0	0	1	0	0	1	23	"Female"	2	3	0	"Catholic"	0	1	0.098	0
3	0	0	2	0	1	1	58	"Female"	2	3	0	"Protestant"	0	0	0.116	1
2	2	0	2	0	1	1	48	"Female"	2	2	0	"Catholic"	0	1	0.135	0
1	2	0	3	1	1	0	73	"Male"	2	3	1	"Catholic"	1	1	0.135	0
3	2	0	2	0	1	1	21	"Male"	1	3	0	"Catholic"	0	1	0.135	0
2	2	0	3	1	1	1	38	"Female"	1	3	0	"Catholic"	0	1	0.135	0
2	12	0	2	0	1	1	24	"Male"	1	3	0	"Catholic"	0	1	0.168	1
1	12	0	2	1	1	0	57	"Female"	1	4	0	"Catholic"	0	1	0.168	1
2	12	0	2	0	1	1	29	"Female"	2	3	0	"Catholic"	0	1	0.168	1
2	4	0	2	0	1	1	75	"Female"	2	4	0	"Catholic"	0	1	0.171	1
2	4	0	1	0	0	1	22	"Female"	1	3	0	"Catholic"	0	1	0.171	1
3	0	0	2	0	1	1	32	"Male"	1	3	0	"Catholic"	0	1	0.108	1
2	0	0	2	0	1	1	50	"Female"	2	3	1	"Catholic"	1	1	0.117	1
2	1	0	3	1	1	1	58	"Female"	1	4	0	"Protestant"	0	0	0.114	0
3	0	0	2	0	1	1	21	"Male"	1	4	0	"Protestant"	0	1	0.099	0
1	0	0	2	1	1	0	31	"Male"	2	3	1	"Protestant"	0	0	0.106	0
	0	0					69	"Female"	1	3	0	"Protestant"	0	0	0.088	0
2	0	0	2	0	1	1	33	"Female"	1	3	0	"Protestant"	0	0	0.088	0
2	0	0	3	1	1	1	45	"Male"	1	3	0	"Protestant"	0	0	0.088	0
1	0	0	2	1	1	0	26	"Male"	2	3	0	"Catholic"	0	0	0.126	1
2	0	0	2	0	1	1	53	"Female"	2	3	1	"Catholic"	0	1	0.075	1
1	0	0	2	1	1	0	42	"Male"	2	3	0	"Catholic"	0	0	0.096	0
2	0	0	1	0	0	1	38	"Male"	1	4	0	"Protestant"	0	0	0.103	0
3	0	0	3	0	1	1	58	"Male"	2	3	0	"Protestant"	0	0	0.074	1
2	0	0	2	0	1	1	32	"Female"	2	3	0	"Catholic"	0	0	0.162	1
3	0	0	2	0	1	1	47	"Female"	1	3	0	"Protestant"	0	0	0.162	1
2	0	1	3	1	1	1	57	"Female"	2	3	0	"NA"	0	1	0.116	1
1	0	1	2	1	1	0	96	"Female"	2	3	0	"Protestant"	0	1	0.116	1
2	0	0	2	0	1	1	75	"Male"	2	3	1	"Protestant"	1	0	0.124	1
3	0	0	2	0	1	1	50	"Male"	1	3	0	"Protestant"	0	0	0.1	0
3	0	0	2	0	1	1	81	"Male"	1	4	0	"Protestant"	0	0	0.085	0
2	9	0	1	0	0	1	49	"Male"	2	4	1	"Catholic"	1	1	0.121	1
	9	0					59	"Female"		3	0	"Catholic"	0	1	0.121	1
3	9	0	2	0	1	1	72	"Male"	2	3	0	"Catholic"	0	1	0.121	1
3	0	0	3	0	1	1	40	"Female"	1	3	0	"Protestant"	0	0	0.112	1
3	0	0	1	0	0	1	79	"Male"	1	3	0	"Catholic"	0	0	0.121	1
3	0	1	2	0	1	1	79	"Female"	1	4	0	"Protestant"	0	0	0.146	1
1	0	0	3	1	1	0	25	"Male"	2	3	1	"Catholic"	0	0	0.135	1
3	0	0	1	0	0	1	22	"Male"	2	2	0	"Protestant"	0	1	0.127	1
3	0	0				1	83	"Female"	1	4	0	"Protestant"	0	1	0.127	1
3	0	0	2	0	1	1	48	"Female"	2	3	0	"Protestant"	0	1	0.127	1
3	0	0	2	0	1	1	32	"Female"	1	3	0	"Protestant"	0	0	0.092	0
3	0	0	3	0	1	1	74	"Male"	1	4	0	"Protestant"	0	0	0.088	1
3	0	0	3	0	1	1	51	"Female"	1	4	0	"Catholic"	0	1	0.105	0
2	0	0	2	0	1	1	18	"Male"	2	1	0	"Protestant"	0	0	0.103	0
3	0	0	3	0	1	1	88	"Female"	1	3	0	"Protestant"	0	0	0.103	0
2	0	0	2	0	1	1	52	"Female"	1	3	0	"Catholic"	0	1	0.098	0
3	0	0	1	0	0	1	24	"Female"	1	4	0	"Protestant"	0	0	0.168	1
1	2	0	3	1	1	0	28	"Male"	2	3	1	"Catholic"	0	1	0.162	1
2	0	0	2	0	1	1	25	"Male"	1	3	0	"Protestant"	0	0	0.122	1
3	0	0	2	0	1	1	85	"Female"	1	4	0	"Protestant"	0	0	0.122	1
